priority_number,priority_date,application_number,provisional,n,priority_country,application_country,filing_order,duplicate_priority
US13974468A 2013-08-23,2013-08-23,US13974468A 2013-08-23,FALSE,1,US,US,1,FALSE
US2013878308P 2013-09-16,2013-09-16,US14457291A 2014-08-12,TRUE,2,US,US,1,FALSE
US14296448A 2014-06-04,2014-06-04,US14296448A 2014-06-04,FALSE,1,US,US,1,FALSE
US14498727A 2014-09-26,2014-09-26,US14660538A 2015-03-17,FALSE,3,US,US,1,FALSE
US2012621098P 2012-04-06,2012-04-06,US13839303A 2013-03-15,TRUE,5,US,US,1,FALSE
US2013793335P 2013-03-15,2013-03-15,US14216381A 2014-03-17,TRUE,2,US,US,1,FALSE
US14304545A 2014-06-13,2014-06-13,US14304545A 2014-06-13,FALSE,1,US,US,1,FALSE
US2007862561A 2007-09-27,2007-09-27,US2007862561A 2007-09-27,FALSE,1,US,US,1,FALSE
US2009291812P 2009-12-31,2009-12-31,US2010797503A 2010-06-09,TRUE,4,US,US,1,FALSE
US14034825A 2013-09-24,2013-09-24,US14034825A 2013-09-24,FALSE,1,US,US,1,FALSE
US13623801A 2012-09-20,2012-09-20,US13623801A 2012-09-20,FALSE,1,US,US,1,FALSE
US14626562A 2015-02-19,2015-02-19,US14626562A 2015-02-19,FALSE,1,US,US,1,FALSE
US2013884050P 2013-09-28,2013-09-28,US14629656A 2015-02-24,TRUE,4,US,US,1,FALSE
US2009259201P 2009-11-08,2009-11-08,US14630576A 2015-02-24,TRUE,14,US,US,1,FALSE
US14511230A 2014-10-10,2014-10-10,US14511230A 2014-10-10,FALSE,1,US,US,1,FALSE
FR201253822A 2012-04-25,2012-04-25,US13869230A 2013-04-24,FALSE,1,FR,US,1,FALSE
US2011568993P 2011-12-09,2011-12-09,US13707589A 2012-12-06,TRUE,2,US,US,1,FALSE
US2006361974A 2006-02-27,2006-02-27,US2006361974A 2006-02-27,FALSE,1,US,US,1,FALSE
US2004566723P 2004-04-29,2004-04-29,US2010916693A 2010-11-01,TRUE,7,US,US,1,FALSE
US2006772670P 2006-02-13,2006-02-13,US2006456745A 2006-07-11,TRUE,2,US,US,1,FALSE
US14603383A 2015-01-23,2015-01-23,US14603383A 2015-01-23,FALSE,1,US,US,1,FALSE
US2013811440P 2013-04-12,2013-04-12,US14250704A 2014-04-11,TRUE,3,US,US,1,FALSE
US2006842360P 2006-09-06,2006-09-06,US13969979A 2013-08-19,TRUE,4,US,US,1,FALSE
US2012738545P 2012-12-18,2012-12-18,US14109218A 2013-12-17,TRUE,5,US,US,1,FALSE
US2008114731P 2008-11-14,2008-11-14,US14462192A 2014-08-18,TRUE,4,US,US,1,FALSE
US2013817086P 2013-04-29,2013-04-29,US14263469A 2014-04-28,TRUE,2,US,US,1,FALSE
US13238932A 2011-09-21,2011-09-21,US13761090A 2013-02-06,FALSE,5,US,US,1,FALSE
US2005735991P 2005-11-09,2005-11-09,US14060167A 2013-10-22,TRUE,9,US,US,1,FALSE
FR200955396A 2009-07-31,2009-07-31,US13387156A 2012-02-29,FALSE,2,FR,US,1,FALSE
US2010376248P 2010-08-23,2010-08-23,US14146505A 2014-01-02,TRUE,4,US,US,1,FALSE
US2010396644P 2010-05-28,2010-05-28,US13068942A 2011-05-24,TRUE,4,US,US,1,FALSE
US13968422A 2013-08-15,2013-08-15,US14830867A 2015-08-20,FALSE,3,US,US,1,FALSE
IT2010RM152A 2010-04-01,2010-04-01,US13637595A 2012-12-07,FALSE,2,IT,US,1,FALSE
US13545973A 2012-07-10,2012-07-10,US13545973A 2012-07-10,FALSE,1,US,US,1,FALSE
US14622298A 2015-02-13,2015-02-13,US14622298A 2015-02-13,FALSE,1,US,US,1,FALSE
DE102012002067A 2012-02-03,2012-02-03,US13757037A 2013-02-01,FALSE,1,DE,US,1,FALSE
US13959796A 2013-08-06,2013-08-06,US13959796A 2013-08-06,FALSE,1,US,US,1,FALSE
DE102010033638A 2010-08-06,2010-08-06,US14696665A 2015-04-27,FALSE,4,DE,US,1,FALSE
US13407692A 2012-02-28,2012-02-28,US13407692A 2012-02-28,FALSE,1,US,US,1,FALSE
US13243235A 2011-09-23,2011-09-23,US13948013A 2013-07-22,FALSE,3,US,US,1,FALSE
US14258051A 2014-04-22,2014-04-22,US14258051A 2014-04-22,FALSE,1,US,US,1,FALSE
US2008197904P 2008-10-31,2008-10-31,US14450108A 2014-08-01,TRUE,5,US,US,1,FALSE
US13185491A 2011-07-18,2011-07-18,US13973146A 2013-08-22,FALSE,9,US,US,1,FALSE
US2012747594P 2012-12-31,2012-12-31,US14145545A 2013-12-31,TRUE,3,US,US,1,FALSE
US14335666A 2014-07-18,2014-07-18,US14335666A 2014-07-18,FALSE,1,US,US,1,FALSE
GB201212922A 2012-07-20,2012-07-20,US13569360A 2012-08-08,FALSE,3,GB,US,1,FALSE
US2012722497P 2012-11-05,2012-11-05,US14072656A 2013-11-05,TRUE,4,US,US,1,FALSE
US2014929827P 2014-01-21,2014-01-21,US14601489A 2015-01-21,TRUE,2,US,US,1,FALSE
US13450631A 2012-04-19,2012-04-19,US13450631A 2012-04-19,FALSE,1,US,US,1,FALSE
US14055198A 2013-10-16,2013-10-16,US14055198A 2013-10-16,FALSE,1,US,US,1,FALSE
US14625815A 2015-02-19,2015-02-19,US14625815A 2015-02-19,FALSE,1,US,US,1,FALSE
US13220619A 2011-08-29,2011-08-29,US13220619A 2011-08-29,FALSE,1,US,US,1,FALSE
US2009232762P 2009-08-10,2009-08-10,US14062753A 2013-10-24,TRUE,3,US,US,1,FALSE
US14108837A 2013-12-17,2013-12-17,US14108837A 2013-12-17,FALSE,2,US,US,1,FALSE
FR20123616A 2012-12-28,2012-12-28,US14139578A 2013-12-23,FALSE,1,FR,US,1,FALSE
US2014512682F 2014-12-22,2014-12-22,US2014512682F 2014-12-22,FALSE,1,US,US,1,FALSE
US14260096A 2014-04-23,2014-04-23,US14260096A 2014-04-23,FALSE,1,US,US,1,FALSE
US13780586A 2013-02-28,2013-02-28,US13780586A 2013-02-28,FALSE,1,US,US,1,FALSE
FR201151710A 2011-03-02,2011-03-02,US14002518A 2013-09-18,FALSE,2,FR,US,1,FALSE
KR2013149845A 2013-12-04,2013-12-04,US14509994A 2014-10-08,FALSE,1,KR,US,1,FALSE
US14015701A 2013-08-30,2013-08-30,US14015701A 2013-08-30,FALSE,1,US,US,1,FALSE
US2012741147P 2012-07-13,2012-07-13,US13941482A 2013-07-13,TRUE,2,US,US,1,FALSE
US2010386535P 2010-09-26,2010-09-26,US13241521A 2011-09-23,TRUE,3,US,US,1,FALSE
JP201291535A 2012-04-13,2012-04-13,US13845897A 2013-03-18,FALSE,1,JP,US,1,FALSE
FR201152585A 2011-03-29,2011-03-29,US14008707A 2013-10-10,FALSE,2,FR,US,1,FALSE
US13753713A 2013-01-30,2013-01-30,US13753713A 2013-01-30,FALSE,1,US,US,1,FALSE
US14341779A 2014-07-26,2014-07-26,US14341779A 2014-07-26,FALSE,1,US,US,1,FALSE
US13956783A 2013-08-01,2013-08-01,US13956783A 2013-08-01,FALSE,1,US,US,1,FALSE
FR200958195A 2009-11-19,2009-11-19,US13510671A 2012-08-28,FALSE,3,FR,US,1,FALSE
US2009285489P 2009-12-10,2009-12-10,US2010965738A 2010-12-10,TRUE,2,US,US,1,FALSE
US13666350A 2012-11-01,2012-11-01,US13666350A 2012-11-01,FALSE,1,US,US,1,FALSE
US2010382578P 2010-09-14,2010-09-14,US13232930A 2011-09-14,TRUE,11,US,US,1,FALSE
US2013832888P 2013-06-09,2013-06-09,US14300187A 2014-06-09,TRUE,2,US,US,1,FALSE
US2009185230P 2009-06-09,2009-06-09,US13377087A 2012-01-13,TRUE,3,US,US,1,FALSE
US2012671491P 2012-07-13,2012-07-13,US13734883A 2013-01-04,TRUE,2,US,US,1,FALSE
US2012708794P 2012-10-02,2012-10-02,US14479140A 2014-09-05,TRUE,8,US,US,1,FALSE
US2011546569P 2011-10-13,2011-10-13,US13648706A 2012-10-10,TRUE,2,US,US,1,FALSE
US14018253A 2013-09-04,2013-09-04,US14614023A 2015-02-04,FALSE,3,US,US,1,FALSE
US13404925A 2012-02-24,2012-02-24,US14107769A 2013-12-16,FALSE,3,US,US,1,FALSE
US13768823A 2013-02-15,2013-02-15,US13768823A 2013-02-15,FALSE,1,US,US,1,FALSE
DE102010045436A 2010-09-15,2010-09-15,US13823781A 2013-03-15,FALSE,4,DE,US,1,FALSE
US2011489040P 2011-05-23,2011-05-23,US13479173A 2012-05-23,TRUE,2,US,US,1,FALSE
US2006470762A 2006-09-07,2006-09-07,US2010774186A 2010-05-05,FALSE,2,US,US,1,FALSE
US2009241975P 2009-09-14,2009-09-14,US13395142A 2012-03-09,TRUE,4,US,US,1,FALSE
FR20095114A 2009-10-23,2009-10-23,US13502113A 2012-04-13,FALSE,2,FR,US,1,FALSE
US2013922232P 2013-12-31,2013-12-31,US14327177A 2014-07-09,TRUE,2,US,US,1,FALSE
US14604854A 2015-01-26,2015-01-26,US14604854A 2015-01-26,FALSE,1,US,US,1,FALSE
US14065071A 2013-10-28,2013-10-28,US14065071A 2013-10-28,FALSE,1,US,US,1,FALSE
CA2815303A 2013-05-08,2013-05-08,US14252338A 2014-04-14,FALSE,1,CA,US,1,FALSE
US2009511476A 2009-07-29,2009-07-29,US2009511476A 2009-07-29,FALSE,1,US,US,1,FALSE
FR201151645A 2011-03-01,2011-03-01,US14002062A 2013-08-28,FALSE,3,FR,US,1,FALSE
US13473490A 2012-05-16,2012-05-16,US13473490A 2012-05-16,FALSE,1,US,US,1,FALSE
GB20094875A 2009-03-20,2009-03-20,US13257810A 2011-11-21,FALSE,2,GB,US,1,FALSE
US13656987A 2012-10-22,2012-10-22,US13656987A 2012-10-22,FALSE,1,US,US,1,FALSE
US2008197895P 2008-10-31,2008-10-31,US14086885A 2013-11-21,TRUE,3,US,US,1,FALSE
JP2009136701A 2009-06-05,2009-06-05,US13375842A 2012-03-01,FALSE,2,JP,US,1,FALSE
US2010349607P 2010-05-28,2010-05-28,US13117419A 2011-05-27,TRUE,2,US,US,1,FALSE
JP2013110778A 2013-05-27,2013-05-27,US14537378A 2014-11-10,FALSE,2,JP,US,1,FALSE
US13965311A 2013-08-13,2013-08-13,US13965311A 2013-08-13,FALSE,1,US,US,1,FALSE
US2011517141P 2011-04-13,2011-04-13,US13443684A 2012-04-10,TRUE,2,US,US,1,FALSE
US14505990A 2014-10-03,2014-10-03,US14505990A 2014-10-03,FALSE,1,US,US,1,FALSE
US14523486A 2014-10-24,2014-10-24,US14523486A 2014-10-24,FALSE,1,US,US,1,FALSE
US14513996A 2014-10-14,2014-10-14,US14513996A 2014-10-14,FALSE,1,US,US,1,FALSE
US2009503471A 2009-07-15,2009-07-15,US13912771A 2013-06-07,FALSE,4,US,US,1,FALSE
US2013751861P 2013-01-12,2013-01-12,US14146716A 2014-01-02,TRUE,2,US,US,1,FALSE
US14188916A 2014-02-25,2014-02-25,US14188916A 2014-02-25,FALSE,1,US,US,1,FALSE
US13709370A 2012-12-10,2012-12-10,US13709370A 2012-12-10,FALSE,1,US,US,1,FALSE
US14188890A 2014-02-25,2014-02-25,US14188890A 2014-02-25,FALSE,1,US,US,1,FALSE
US14603382A 2015-01-23,2015-01-23,US14603382A 2015-01-23,FALSE,1,US,US,1,FALSE
US2002387792P 2002-06-11,2002-06-11,US14163100A 2014-01-24,TRUE,14,US,US,1,FALSE
US14107210A 2013-12-16,2013-12-16,US14319024A 2014-06-30,FALSE,3,US,US,1,FALSE
US13711685A 2012-12-12,2012-12-12,US13711685A 2012-12-12,FALSE,1,US,US,1,FALSE
US2007955335P 2007-08-10,2007-08-10,US2010672865A 2010-02-09,TRUE,10,US,US,1,FALSE
US2011443855P 2011-02-17,2011-02-17,US13372451A 2012-02-13,TRUE,2,US,US,1,FALSE
US2013821672P 2013-05-09,2013-05-09,US14020824A 2013-09-07,TRUE,3,US,US,1,FALSE
US13645631A 2012-10-05,2012-10-05,US13645631A 2012-10-05,FALSE,1,US,US,1,FALSE
US2011496772P 2011-06-14,2011-06-14,US13495183A 2012-06-13,TRUE,3,US,US,1,FALSE
US2012668295P 2012-07-05,2012-07-05,US14456538A 2014-08-11,TRUE,4,US,US,1,FALSE
US13345825A 2012-01-09,2012-01-09,US13345825A 2012-01-09,FALSE,1,US,US,1,FALSE
US2011548429P 2011-10-18,2011-10-18,US14306333A 2014-06-17,TRUE,4,US,US,1,FALSE
US2010364160P 2010-07-14,2010-07-14,US13182987A 2011-07-14,TRUE,3,US,US,1,FALSE
DE102011116288A 2011-10-19,2011-10-19,US14352908A 2014-04-18,FALSE,2,DE,US,1,FALSE
US200856329P 2008-05-27,2008-05-27,US14287405A 2014-05-27,TRUE,5,US,US,1,FALSE
US14603384A 2015-01-23,2015-01-23,US14603384A 2015-01-23,FALSE,1,US,US,1,FALSE
US2013751771P 2013-01-11,2013-01-11,US14152965A 2014-01-10,TRUE,2,US,US,1,FALSE
US13545978A 2012-07-10,2012-07-10,US13545978A 2012-07-10,FALSE,1,US,US,1,FALSE
US2013819575P 2013-05-04,2013-05-04,US14476629A 2014-09-03,TRUE,6,US,US,1,FALSE
US2010418020P 2010-11-30,2010-11-30,US13191924A 2011-07-27,TRUE,2,US,US,1,FALSE
US13484070A 2012-05-30,2012-05-30,US13484070A 2012-05-30,FALSE,2,US,US,1,FALSE
EP2001202210A 2001-06-08,2001-06-08,US13184870A 2011-07-18,FALSE,2,EP,US,1,FALSE
US14603385A 2015-01-23,2015-01-23,US14603385A 2015-01-23,FALSE,1,US,US,1,FALSE
US13791105A 2013-03-08,2013-03-08,US13791105A 2013-03-08,FALSE,2,US,US,1,FALSE
US14136250A 2013-12-20,2013-12-20,US14136250A 2013-12-20,FALSE,1,US,US,1,FALSE
US2011452418P 2011-03-14,2011-03-14,US14024204A 2013-09-11,TRUE,5,US,US,1,FALSE
US2009180813P 2009-05-22,2009-05-22,US13732852A 2013-01-02,TRUE,3,US,US,1,FALSE
US2011565176P 2011-11-30,2011-11-30,US13691090A 2012-11-30,TRUE,3,US,US,1,FALSE
US2010401432P 2010-08-11,2010-08-11,US13208090A 2011-08-11,TRUE,2,US,US,1,FALSE
US2012618897P 2012-04-02,2012-04-02,US13855124A 2013-04-02,TRUE,2,US,US,1,FALSE
US2007681621A 2007-03-02,2007-03-02,US13550887A 2012-07-17,FALSE,2,US,US,1,FALSE
FR20113515A 2011-11-18,2011-11-18,US13679956A 2012-11-16,FALSE,1,FR,US,1,FALSE
US13889483A 2013-05-08,2013-05-08,US13889483A 2013-05-08,FALSE,1,US,US,1,FALSE
US14035114A 2013-09-24,2013-09-24,US14035114A 2013-09-24,FALSE,2,US,US,1,FALSE
US2010326828P 2010-04-22,2010-04-22,US13762864A 2013-02-08,TRUE,5,US,US,1,FALSE
US2013788065P 2013-03-15,2013-03-15,US13852724A 2013-03-28,TRUE,2,US,US,1,FALSE
US2011561930P 2011-11-20,2011-11-20,US13682528A 2012-11-20,TRUE,2,US,US,1,FALSE
US2012650879P 2012-05-23,2012-05-23,US13901146A 2013-05-23,TRUE,2,US,US,1,FALSE
US2012667016P 2012-07-02,2012-07-02,US14507649A 2014-10-06,TRUE,4,US,US,1,FALSE
DE102010038720A 2010-07-30,2010-07-30,US13813080A 2013-05-10,FALSE,2,DE,US,1,FALSE
US13730189A 2012-12-28,2012-12-28,US13730189A 2012-12-28,FALSE,1,US,US,1,FALSE
US2008192445P 2008-09-19,2008-09-19,US13119968A 2011-06-02,TRUE,3,US,US,1,FALSE
US13866975A 2013-04-19,2013-04-19,US13866975A 2013-04-19,FALSE,1,US,US,1,FALSE
US2010375423P 2010-08-20,2010-08-20,US14326639A 2014-07-09,TRUE,8,US,US,1,FALSE
FR20096104A 2009-12-16,2009-12-16,US13515760A 2012-06-13,FALSE,2,FR,US,1,FALSE
FR20113643A 2011-11-30,2011-11-30,US13678648A 2012-11-16,FALSE,1,FR,US,1,FALSE
US13645882A 2012-10-05,2012-10-05,US14251251A 2014-04-11,FALSE,7,US,US,1,FALSE
US2011552531P 2011-10-28,2011-10-28,US13661663A 2012-10-26,TRUE,2,US,US,1,FALSE
US2012671962P 2012-07-16,2012-07-16,US13941906A 2013-07-15,TRUE,2,US,US,1,FALSE
US14015162A 2013-08-30,2013-08-30,US14015162A 2013-08-30,FALSE,1,US,US,1,FALSE
US2011567238P 2011-12-06,2011-12-06,US13608461A 2012-09-10,TRUE,2,US,US,1,FALSE
FR201155779A 2011-06-28,2011-06-28,US13493643A 2012-06-11,FALSE,1,FR,US,1,FALSE
US14549305A 2014-11-20,2014-11-20,US14549305A 2014-11-20,FALSE,1,US,US,1,FALSE
FR201252888A 2012-03-30,2012-03-30,US13797781A 2013-03-12,FALSE,1,FR,US,1,FALSE
US2011489621P 2011-05-24,2011-05-24,US13361409A 2012-01-30,TRUE,4,US,US,1,FALSE
US2007926028P 2007-04-24,2007-04-24,US14074501A 2013-11-07,TRUE,4,US,US,1,FALSE
US2012433939A 2012-03-29,2012-03-29,US13842525A 2013-03-15,FALSE,6,US,US,1,FALSE
DE102009048838A 2009-10-09,2009-10-09,US13500674A 2012-05-25,FALSE,2,DE,US,1,FALSE
US14603381A 2015-01-23,2015-01-23,US14603381A 2015-01-23,FALSE,14,US,US,1,FALSE
DE102011119480A 2011-11-28,2011-11-28,US13682349A 2012-11-20,FALSE,1,DE,US,1,FALSE
US14298674A 2014-06-06,2014-06-06,US14298674A 2014-06-06,FALSE,1,US,US,1,FALSE
US13841980A 2013-03-15,2013-03-15,US13841980A 2013-03-15,FALSE,1,US,US,1,FALSE
FR200952197A 2009-04-03,2009-04-03,US13262668A 2011-11-16,FALSE,2,FR,US,1,FALSE
US13558543A 2012-07-26,2012-07-26,US13558543A 2012-07-26,FALSE,1,US,US,1,FALSE
CN201110045596A 2011-02-25,2011-02-25,US13157286A 2011-06-09,FALSE,1,CN,US,1,FALSE
US13551441A 2012-07-17,2012-07-17,US13551441A 2012-07-17,FALSE,1,US,US,1,FALSE
HR2010468A 2010-08-27,2010-08-27,US13817891A 2013-02-20,FALSE,3,HR,US,1,FALSE
US2011580353P 2011-12-27,2011-12-27,US13724524A 2012-12-21,TRUE,3,US,US,1,FALSE
US13427073A 2012-03-22,2012-03-22,US13427073A 2012-03-22,FALSE,1,US,US,1,FALSE
US2011522710P 2011-08-12,2011-08-12,US13879556A 2013-04-15,TRUE,3,US,US,1,FALSE
US13892358A 2013-05-13,2013-05-13,US13892358A 2013-05-13,FALSE,1,US,US,1,FALSE
FR200952183A 2009-04-03,2009-04-03,US13262379A 2011-12-28,FALSE,2,FR,US,1,FALSE
FR201050488A 2010-01-26,2010-01-26,US13574457A 2012-07-20,FALSE,2,FR,US,1,FALSE
US2009430869A 2009-04-27,2009-04-27,US13831004A 2013-03-14,FALSE,3,US,US,1,FALSE
US13732958A 2013-01-02,2013-01-02,US13732958A 2013-01-02,FALSE,1,US,US,1,FALSE
US2010384580P 2010-09-20,2010-09-20,US13235937A 2011-09-19,TRUE,2,US,US,1,FALSE
US2011551008P 2011-10-25,2011-10-25,US13660623A 2012-10-25,TRUE,2,US,US,1,FALSE
US2001841079A 2001-04-25,2001-04-25,US2004795779A 2004-03-08,FALSE,2,US,US,1,FALSE
FR201051751A 2010-03-11,2010-03-11,US13040543A 2011-03-04,FALSE,2,FR,US,1,FALSE
FR20093141A 2009-06-29,2009-06-29,US13376474A 2011-12-06,FALSE,2,FR,US,1,FALSE
US2001312703P 2001-08-16,2001-08-16,US13848529A 2013-03-21,TRUE,5,US,US,1,FALSE
FR20093131A 2009-06-26,2009-06-26,US13380720A 2012-02-21,FALSE,2,FR,US,1,FALSE
US2007978550P 2007-10-09,2007-10-09,US2008248110A 2008-10-09,TRUE,2,US,US,1,FALSE
US13371984A 2012-02-13,2012-02-13,US13371984A 2012-02-13,FALSE,1,US,US,1,FALSE
US2011486133P 2011-05-13,2011-05-13,US14290815A 2014-05-29,TRUE,4,US,US,1,FALSE
US2007907955P 2007-04-24,2007-04-24,US13739208A 2013-01-11,TRUE,5,US,US,1,FALSE
DE102012015074A 2012-07-31,2012-07-31,US13951868A 2013-07-26,FALSE,1,DE,US,1,FALSE
US200894613P 2008-09-05,2008-09-05,US14147919A 2014-01-06,TRUE,3,US,US,1,FALSE
US13409942A 2012-03-01,2012-03-01,US13409942A 2012-03-01,FALSE,1,US,US,1,FALSE
US2012735351P 2012-12-10,2012-12-10,US14101690A 2013-12-10,TRUE,2,US,US,1,FALSE
US13760134A 2013-02-06,2013-02-06,US13760134A 2013-02-06,FALSE,1,US,US,1,FALSE
US2006468039A 2006-08-29,2006-08-29,US2006468039A 2006-08-29,FALSE,1,US,US,1,FALSE
US2003723460A 2003-11-26,2003-11-26,US2007940285A 2007-11-14,FALSE,3,US,US,1,FALSE
US2006781361P 2006-03-13,2006-03-13,US13533648A 2012-06-26,TRUE,5,US,US,1,FALSE
US2010782525A 2010-05-18,2010-05-18,US2010782525A 2010-05-18,FALSE,1,US,US,1,FALSE
US14010046A 2013-08-26,2013-08-26,US14010046A 2013-08-26,FALSE,1,US,US,1,FALSE
US2008341609A 2008-12-22,2008-12-22,US2008341609A 2008-12-22,FALSE,1,US,US,1,FALSE
US13135238A 2011-06-29,2011-06-29,US13135238A 2011-06-29,FALSE,1,US,US,1,FALSE
EP2010174019A 2010-08-25,2010-08-25,US13215367A 2011-08-23,FALSE,2,EP,US,1,FALSE
FR20104719A 2010-12-03,2010-12-03,US13309322A 2011-12-01,FALSE,1,FR,US,1,FALSE
FR20067961A 2006-09-12,2006-09-12,US2009440513A 2009-03-09,FALSE,2,FR,US,1,FALSE
US13792255A 2013-03-11,2013-03-11,US13792255A 2013-03-11,FALSE,1,US,US,1,FALSE
NO2012297A 2012-03-14,2012-03-14,US13749782A 2013-01-25,FALSE,1,NO,US,1,FALSE
US13587591A 2012-08-16,2012-08-16,US13587591A 2012-08-16,FALSE,1,US,US,1,FALSE
US199885713P 1998-05-15,1998-05-15,US2003676249A 2003-09-30,TRUE,4,US,US,1,FALSE
FR20111363A 2011-05-03,2011-05-03,US13461864A 2012-05-02,FALSE,1,FR,US,1,FALSE
US2008287498A 2008-10-08,2008-10-08,US2009590043A 2009-10-30,FALSE,9,US,US,1,FALSE
US2009592543A 2009-11-24,2009-11-24,US2009592718A 2009-11-30,FALSE,5,US,US,1,FALSE
US13179451A 2011-07-08,2011-07-08,US13179451A 2011-07-08,FALSE,1,US,US,1,FALSE
US2010798281A 2010-03-31,2010-03-31,US2010798281A 2010-03-31,FALSE,1,US,US,1,FALSE
US2004543342P 2004-02-10,2004-02-10,US2010966579A 2010-12-13,TRUE,8,US,US,1,FALSE
DE102008034979A 2008-07-25,2008-07-25,US13055621A 2011-04-14,FALSE,2,DE,US,1,FALSE
DE102008037677A 2008-08-14,2008-08-14,US13058986A 2011-02-14,FALSE,2,DE,US,1,FALSE
US13006317A 2011-01-13,2011-01-13,US13006317A 2011-01-13,FALSE,1,US,US,1,FALSE
US2004762952A 2004-01-22,2004-01-22,US13787785A 2013-03-06,FALSE,2,US,US,1,FALSE
US200850207P 2008-05-03,2008-05-03,US2010990815A 2011-01-06,TRUE,12,US,US,1,FALSE
US200272277A 2002-02-06,2002-02-06,US2006564231A 2006-11-28,FALSE,3,US,US,1,FALSE
US13585245A 2012-08-14,2012-08-14,US13585245A 2012-08-14,FALSE,1,US,US,1,FALSE
FR200855014A 2008-07-23,2008-07-23,US13055078A 2011-04-18,FALSE,2,FR,US,1,FALSE
US2008153259A 2008-05-15,2008-05-15,US13226382A 2011-09-06,FALSE,2,US,US,1,FALSE
FR200857404A 2008-10-30,2008-10-30,US13381197A 2012-01-09,FALSE,2,FR,US,1,FALSE
FR20105103A 2010-12-23,2010-12-23,US13335406A 2011-12-22,FALSE,1,FR,US,1,FALSE
FR200610953A 2006-12-15,2006-12-15,US2007957202A 2007-12-14,FALSE,1,FR,US,1,FALSE
US13683401A 2012-11-21,2012-11-21,US13683401A 2012-11-21,FALSE,1,US,US,1,FALSE
US13361773A 2012-01-30,2012-01-30,US13361773A 2012-01-30,FALSE,1,US,US,1,FALSE
FR2011949A 2011-03-31,2011-03-31,US13431078A 2012-03-27,FALSE,1,FR,US,1,FALSE
FR20094545A 2009-09-23,2009-09-23,US2010886646A 2010-09-21,FALSE,1,FR,US,1,FALSE
US2006806769P 2006-07-08,2006-07-08,US14148752A 2014-01-07,TRUE,13,US,US,1,FALSE
US2003507183P 2003-09-29,2003-09-29,US13797705A 2013-03-12,TRUE,3,US,US,1,FALSE
FR20086800A 2008-12-04,2008-12-04,US13132149A 2011-08-24,FALSE,2,FR,US,1,FALSE
US13278956A 2011-10-21,2011-10-21,US13278956A 2011-10-21,FALSE,1,US,US,1,FALSE
FR20095720A 2009-11-27,2009-11-27,US2010952329A 2010-11-23,FALSE,1,FR,US,1,FALSE
US2007935531P 2007-08-17,2007-08-17,US2008222873A 2008-08-18,TRUE,2,US,US,1,FALSE
US2011441609P 2011-02-10,2011-02-10,US13371301A 2012-02-10,TRUE,2,US,US,1,FALSE
US2009213086P 2009-05-05,2009-05-05,US13318636A 2011-11-03,TRUE,4,US,US,1,FALSE
US13610545A 2012-09-11,2012-09-11,US13610545A 2012-09-11,FALSE,1,US,US,1,FALSE
EP2010174053A 2010-08-25,2010-08-25,US13215366A 2011-08-23,FALSE,2,EP,US,1,FALSE
US2004956738A 2004-10-01,2004-10-01,US2009503031A 2009-07-14,FALSE,3,US,US,1,FALSE
US2006745111P 2006-04-19,2006-04-19,US2007736356A 2007-04-17,TRUE,2,US,US,1,FALSE
US13355550A 2012-01-22,2012-01-22,US13355550A 2012-01-22,FALSE,1,US,US,1,FALSE
DE102009053742A 2009-11-18,2009-11-18,US2010948363A 2010-11-17,FALSE,1,DE,US,1,FALSE
EP20104112A 2010-04-19,2010-04-19,US13655382A 2012-10-18,FALSE,2,EP,US,1,FALSE
US2003450459P 2003-02-26,2003-02-26,US13731824A 2012-12-31,TRUE,9,US,US,1,FALSE
DE102009024342A 2009-06-09,2009-06-09,US13322085A 2012-01-13,FALSE,2,DE,US,1,FALSE
DE102011121856A 2011-12-21,2011-12-21,US13705789A 2012-12-05,FALSE,1,DE,US,1,FALSE
FR20102867A 2010-07-08,2010-07-08,US13176846A 2011-07-06,FALSE,1,FR,US,1,FALSE
US2012747992P 2012-12-31,2012-12-31,US14142356A 2013-12-27,TRUE,4,US,US,1,FALSE
US13867027A 2013-04-19,2013-04-19,US13867027A 2013-04-19,FALSE,1,US,US,1,FALSE
US200867405A 2008-02-28,2008-02-28,US2009380350A 2009-02-26,FALSE,5,US,US,1,FALSE
US2010331223P 2010-05-04,2010-05-04,US13100772A 2011-05-04,TRUE,2,US,US,1,FALSE
US2009238005P 2009-08-28,2009-08-28,US2010871147A 2010-08-30,TRUE,2,US,US,1,FALSE
US2011467680P 2011-03-25,2011-03-25,US13429431A 2012-03-25,TRUE,2,US,US,1,FALSE
FR200952175A 2009-04-03,2009-04-03,US13262248A 2011-12-14,FALSE,2,FR,US,1,FALSE
FR20103834A 2010-09-28,2010-09-28,US13247118A 2011-09-28,FALSE,1,FR,US,1,FALSE
US2008229047A 2008-08-19,2008-08-19,US2010830179A 2010-07-02,FALSE,2,US,US,1,FALSE
US13310149A 2011-12-02,2011-12-02,US13310149A 2011-12-02,FALSE,1,US,US,1,FALSE
US2009390146A 2009-02-20,2009-02-20,US13686658A 2012-11-27,FALSE,3,US,US,1,FALSE
US13024044A 2011-02-09,2011-02-09,US13024044A 2011-02-09,FALSE,1,US,US,1,FALSE
US13544264A 2012-07-09,2012-07-09,US13544264A 2012-07-09,FALSE,1,US,US,1,FALSE
CA2675044A 2009-07-06,2009-07-06,US13319620A 2011-11-09,FALSE,2,CA,US,1,FALSE
